2021-03-24 19:04:41.176000,23.1,23.1,23.3,23.2,23.2,23.2,23.3,23.0,23.1,23.2,23.4,22.7,22.6,22.8,23.1,22.8
2021-03-24 19:04:41.274000,23.1,23.1,23.3,24.0,23.2,23.2,23.3,23.5,23.1,23.1,23.4,23.1,22.7,22.9,23.1,22.9
2021-03-24 19:04:41.373000,23.1,23.1,23.3,24.0,23.2,23.2,23.3,23.5,23.1,23.1,23.4,23.1,22.7,22.9,23.1,22.9
2021-03-24 19:04:41.473000,23.1,23.1,23.4,24.8,23.2,23.2,23.4,24.6,23.0,23.1,23.4,23.8,22.6,22.9,23.1,22.9
2021-03-24 19:04:41.575000,23.1,23.1,23.4,24.8,23.2,23.2,23.4,24.6,23.0,23.1,23.4,23.8,22.6,22.9,23.1,22.9
2021-03-24 19:04:41.674000,23.1,23.2,24.0,24.2,23.2,23.2,23.9,25.1,23.0,23.1,23.7,25.0,22.6,22.9,23.2,23.0
2021-03-24 19:04:41.776000,23.1,23.2,24.0,24.2,23.2,23.2,23.9,25.1,23.0,23.1,23.7,25.0,22.6,22.9,23.2,23.0
2021-03-24 19:04:41.879000,23.2,23.3,24.1,23.2,23.3,24.0,24.9,24.0,23.1,23.6,24.7,24.9,22.7,23.1,23.3,23.2
2021-03-24 19:04:41.977000,23.2,23.3,24.1,23.2,23.3,24.0,24.9,24.0,23.1,23.6,24.7,24.9,22.7,23.1,23.3,23.2
2021-03-24 19:04:42.081000,23.2,23.3,23.4,22.9,23.3,24.1,24.4,23.0,23.7,24.4,24.7,23.5,23.1,24.1,24.1,23.5
2021-03-24 19:04:42.182000,23.2,23.3,23.4,22.9,23.3,24.1,24.4,23.0,23.7,24.4,24.7,23.5,23.1,24.1,24.1,23.5
2021-03-24 19:04:42.281000,23.1,23.2,23.3,22.9,23.2,23.2,23.3,22.9,23.7,24.1,23.9,23.1,24.1,24.9,24.8,23.4
2021-03-24 19:04:42.383000,23.1,23.2,23.3,22.9,23.2,23.2,23.3,22.9,23.7,24.1,23.9,23.1,24.1,24.9,24.8,23.4
2021-03-24 19:04:42.486000,23.1,23.2,23.3,22.9,23.2,23.2,23.3,22.9,23.6,23.5,24.1,23.8,24.3,25.0,24.8,23.1
2021-03-24 19:04:42.588000,23.1,23.2,23.3,22.9,23.2,23.2,23.3,22.9,23.6,23.5,24.1,23.8,24.3,25.0,24.7,23.3
2021-03-24 19:04:42.686000,23.1,23.1,23.3,22.9,23.2,23.2,23.3,22.9,24.4,24.2,24.1,23.4,23.7,25.0,24.7,23.3
2021-03-24 19:04:42.788000,23.1,23.1,23.3,22.9,23.3,23.4,23.4,22.9,24.1,25.4,24.4,22.8,23.3,24.7,24.6,23.8
2021-03-24 19:04:42.891000,23.1,23.1,23.3,22.9,23.3,23.4,23.4,22.9,24.1,25.4,24.4,22.8,23.3,24.7,24.6,23.8
2021-03-24 19:04:42.989000,23.1,23.2,23.4,22.9,23.3,24.1,23.6,22.9,23.3,25.2,25.4,22.9,23.1,24.3,24.2,24.1
2021-03-24 19:04:43.091000,23.1,23.2,23.4,22.9,23.3,24.1,23.6,22.9,23.3,25.2,25.4,22.9,23.1,24.3,24.2,24.1
2021-03-24 19:04:43.193000,23.2,23.2,23.4,22.9,23.2,24.8,23.8,22.9,23.1,24.1,26.0,23.1,23.1,24.2,24.1,24.2
2021-03-24 19:04:43.292000,23.2,23.2,23.4,22.9,23.2,24.8,23.8,22.9,23.1,24.1,26.0,23.1,23.1,24.2,24.1,24.2
2021-03-24 19:04:43.396000,23.2,23.2,23.3,22.9,23.2,24.6,23.7,22.9,23.1,24.5,25.7,22.9,23.1,24.4,24.3,24.2
2021-03-24 19:04:43.496000,23.2,23.2,23.3,22.9,23.2,24.6,23.7,22.9,23.1,24.5,25.7,22.9,23.1,24.4,24.3,24.2
2021-03-24 19:04:43.595000,23.1,23.1,23.3,22.9,23.3,23.8,23.4,22.9,23.7,25.5,24.7,22.8,23.1,24.8,24.6,24.0
2021-03-24 19:04:43.697000,23.1,23.1,23.3,22.9,23.3,23.8,23.4,22.9,23.7,25.5,24.7,22.8,23.1,24.8,24.6,24.0
2021-03-24 19:04:43.801000,23.1,23.1,23.3,22.8,23.2,23.1,23.3,22.9,24.1,24.7,23.9,23.0,23.4,25.2,25.1,23.8
2021-03-24 19:04:43.906000,23.1,23.1,23.3,22.8,23.2,23.1,23.3,22.9,24.1,24.7,23.9,23.0,23.4,25.2,25.1,23.8
2021-03-24 19:04:44.002000,23.1,23.1,23.3,22.8,23.2,23.1,23.3,22.8,23.6,23.6,23.7,23.0,23.8,25.6,25.5,23.8
2021-03-24 19:04:44.103000,23.1,23.1,23.3,22.8,23.2,23.1,23.3,22.8,23.6,23.6,23.7,23.0,23.8,25.6,25.5,23.8
2021-03-24 19:04:44.201000,23.2,23.1,23.3,22.8,23.2,23.1,23.3,22.8,23.3,23.4,23.7,22.8,23.9,25.6,25.9,24.0
